effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),819.5745651846934,16.132737280130446,50.8019532552672,105.35857026752197,6.402795183192708e-76
fixed,NA,X_i,68.76142242127355,25.438501988355625,2.703045267867928,50.22635279584791,0.009350010097066735
ran_pars,subj_id,sd__(Intercept),101.1523878319679,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.1343259136869412,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.15195700996005,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.53963328414895,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.0518984013721,NA,NA,NA,NA
fixed,NA,(Intercept),762.6267637536909,16.895634804766857,45.137502826382516,113.96051174667846,1.512960259864515e-74
fixed,NA,X_i,76.06705827617084,25.509051255398692,2.981963441704722,49.241349356180514,0.004443633959340733
ran_pars,subj_id,sd__(Intercept),111.81359501272323,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.10668846934316412,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,29.9215562990204,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.30990632975927,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.74083574819667,NA,NA,NA,NA
fixed,NA,(Intercept),824.6815356039997,17.540715589091622,47.01527320338402,108.95127181683023,3.477439167518661e-74
fixed,NA,X_i,51.11245235527534,27.230585529412505,1.8770236247791063,49.92337620860504,0.06636466823113643
ran_pars,subj_id,sd__(Intercept),112.2863552951368,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.16558079200161763,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.89344184277758,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.13017723100494,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.61658291369142,NA,NA,NA,NA
fixed,NA,(Intercept),802.4078276729483,12.687450415761067,63.24421387894861,114.02430984020103,1.248019706359324e-90
fixed,NA,X_i,72.55942545867464,19.291286033212465,3.7612539326696064,53.47238040062062,4.2090112941883605e-4
ran_pars,subj_id,sd__(Intercept),85.64078197889418,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.37496438936156007,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.520819128536196,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),62.99866548684325,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.11727659628048,NA,NA,NA,NA
fixed,NA,(Intercept),807.7012389883671,15.841233560666073,50.987269135018416,100.65875344391775,1.0197048804779465e-73
fixed,NA,X_i,67.23213354013045,25.42647060515045,2.644178760952837,49.76380025765948,0.010924912180588773
ran_pars,subj_id,sd__(Intercept),96.12312501070232,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.046815747965481005,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.0897292850721,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.74523229597987,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.66667117016004,NA,NA,NA,NA
fixed,NA,(Intercept),821.078917095438,13.293148231427708,61.767077504954045,117.26448506889582,2.6896035768280604e-91
fixed,NA,X_i,48.43265877463985,19.7918932438504,2.447095797148588,52.23876319713396,0.01780021802236001
ran_pars,subj_id,sd__(Intercept),91.24369566798235,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.07186448118542076,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.31354219536325,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.3276099405928,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.2428570184496,NA,NA,NA,NA
fixed,NA,(Intercept),828.9796645999711,14.971231595460804,55.37150763543817,100.0063852995462,7.562263350638835e-77
fixed,NA,X_i,83.04212547774961,24.19171022824742,3.432668657744816,50.745428836629074,0.001197796211556555
ran_pars,subj_id,sd__(Intercept),90.60649394238973,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.40632454808870755,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.31490240701359,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.85956253658642,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.28290573558436,NA,NA,NA,NA
fixed,NA,(Intercept),781.2379402015068,15.209471021295435,51.36522756824757,102.41285534284508,6.389524629087166e-75
fixed,NA,X_i,26.080748129106645,24.211081980188283,1.0772235685480018,49.74844234618438,0.28657642828701296
ran_pars,subj_id,sd__(Intercept),93.58140955349297,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.2825927348095288,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.41207000768257,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.43142334951334,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.17183829811782,NA,NA,NA,NA
fixed,NA,(Intercept),793.7097582300078,15.19647688429339,52.229853292532674,125.48402033426841,5.423127860535697e-87
fixed,NA,X_i,49.07674444682885,21.533281565546996,2.2791112584229185,50.86055826118997,0.026889460401576457
ran_pars,subj_id,sd__(Intercept),108.91200438965993,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.10156914749383865,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.97836780149026,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.19076453973662,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.0538857679446,NA,NA,NA,NA
fixed,NA,(Intercept),801.6333385893331,14.752238488215792,54.339776246817344,113.41566226992354,4.7859692317675585e-83
fixed,NA,X_i,40.80873052585525,22.311687448182738,1.8290293201995835,50.01103680707426,0.07336081764952278
ran_pars,subj_id,sd__(Intercept),97.94672031057623,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.04659360175041464,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.22594756600198,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.40365254680806,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.73387130397595,NA,NA,NA,NA
fixed,NA,(Intercept),825.5568728773906,15.951316125051775,51.754781010254156,115.06247648560692,1.5321453630139161e-81
fixed,NA,X_i,31.51235423719075,24.068040194462966,1.3093028756217717,50.510393421427175,0.19635668813574061
ran_pars,subj_id,sd__(Intercept),106.54238087061846,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.29120366806232684,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.42558963416551,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.56175537509753,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.5610499095375,NA,NA,NA,NA
fixed,NA,(Intercept),801.4680273616159,15.332583978845099,52.27220855058934,121.21972426002208,5.280631737153176e-85
fixed,NA,X_i,58.742192940090156,22.210116498469283,2.6448394786285188,49.69693205667317,0.010910174921757198
ran_pars,subj_id,sd__(Intercept),106.8230846787214,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.11972195469698474,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.63267179552512,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.10555475741823,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.98428351203412,NA,NA,NA,NA
fixed,NA,(Intercept),818.1028848809121,15.177937022693355,53.90079584977341,109.88942203466547,7.21470829232516e-81
fixed,NA,X_i,78.45084103425594,23.49424549076572,3.339151328145039,50.995403912919635,0.0015764140823494406
ran_pars,subj_id,sd__(Intercept),98.3746391384202,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.07597197696059098,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.956247622456424,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.21253414717437,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.26555453390424,NA,NA,NA,NA
fixed,NA,(Intercept),810.6629416646275,16.38426960873392,49.47812511779527,111.19341599033791,1.4539255582863872e-77
fixed,NA,X_i,59.61570003607042,25.087012783822786,2.376357063704024,49.45741941714136,0.021399041195206678
ran_pars,subj_id,sd__(Intercept),106.57980251288053,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.3761362049078779,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.545554546364183,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.77729818762796,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.17402844739834,NA,NA,NA,NA
fixed,NA,(Intercept),796.5563473978787,17.159615728569346,46.420407076580275,110.83144699540432,1.840710604813793e-74
fixed,NA,X_i,27.195394283574107,26.355300700189154,1.0318756971488063,49.64279693762343,0.30713147627993426
ran_pars,subj_id,sd__(Intercept),111.3024960659986,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.26657153402922795,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.10278109974111,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.11180624264291,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.0792315005369,NA,NA,NA,NA
fixed,NA,(Intercept),820.6470740650002,14.02785636241017,58.5012458684744,105.12795051175824,4.9764157955482685e-82
fixed,NA,X_i,39.43830293522068,22.05768893203838,1.7879616970179175,50.244130101503096,0.07981339593043499
ran_pars,subj_id,sd__(Intercept),88.39911141510834,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.49151747686266484,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.63342386210973,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.34637110078619,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.1102585340089,NA,NA,NA,NA
fixed,NA,(Intercept),798.8576144689346,15.025492625221021,53.16681684885414,101.3632877348783,7.493496969038241e-76
fixed,NA,X_i,49.017501308115826,24.15131863008444,2.0295993795989453,50.85490611983165,0.047645697853052574
ran_pars,subj_id,sd__(Intercept),91.85061695328494,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.24982664448404865,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.054619767127235,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.65142468135458,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.76064397260075,NA,NA,NA,NA
fixed,NA,(Intercept),786.2538822269815,16.599900416843692,47.36497584221532,101.76372042622205,3.762872865007163e-71
fixed,NA,X_i,74.64684354919771,26.614001158128268,2.804795983350274,50.293193300581365,0.007139007933271325
ran_pars,subj_id,sd__(Intercept),101.38044692387498,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.4552657408019693,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.47057147863894,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.73089836560537,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.67827473076414,NA,NA,NA,NA
fixed,NA,(Intercept),795.057613357127,15.051055004411081,52.824045432304636,94.07144981070047,9.943603742051922e-72
fixed,NA,X_i,86.95612643444754,24.65002239628086,3.527628698932431,48.50530659990836,9.28072711424032e-4
ran_pars,subj_id,sd__(Intercept),86.92110940565732,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.1666433342389146,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,19.229528247831485,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.53707156583444,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.63816641143887,NA,NA,NA,NA
fixed,NA,(Intercept),811.6469850039508,17.017068022406857,47.696053393876795,83.66975867299765,1.9185823380208696e-62
fixed,NA,X_i,70.15220883508806,29.44061579059611,2.3828376870260985,50.57564554536427,0.020976477277039548
ran_pars,subj_id,sd__(Intercept),88.72397771935468,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.1215957105385093,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.27547069307458,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),100.74038779096185,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.60321259088812,NA,NA,NA,NA
fixed,NA,(Intercept),814.3018450663793,15.939004793953051,51.08862539368265,111.64987927458498,2.86950361231051e-79
fixed,NA,X_i,67.84164211343297,24.485254148269178,2.770714230802811,50.8658618381841,0.007791269485130601
ran_pars,subj_id,sd__(Intercept),104.27139978999814,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.33308215060561525,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.68626006730757,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.8057440867645,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.37095400209202,NA,NA,NA,NA
fixed,NA,(Intercept),800.2244049539455,12.76652731279231,62.681446986143605,99.78766884086055,5.922204648543455e-82
fixed,NA,X_i,97.58473458868158,20.517820772848552,4.756096452397932,50.33651894777581,1.696427382996814e-5
ran_pars,subj_id,sd__(Intercept),77.77714458494897,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.6224770070611171,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.18954586198938,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.75597652842366,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.29489786298402,NA,NA,NA,NA
fixed,NA,(Intercept),809.6000191368062,15.19512872062861,53.280234344952206,118.55963535010213,1.1507182859784374e-84
fixed,NA,X_i,41.18566462504255,22.526120157139747,1.8283514576738409,51.167514962948076,0.07332894449533371
ran_pars,subj_id,sd__(Intercept),104.08226410379045,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.39575414914490953,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.45244266239626,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.68652113643104,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.8971009304242,NA,NA,NA,NA
fixed,NA,(Intercept),808.0583257254063,16.011893348149925,50.466132152870756,111.80058231804225,9.018714193336395e-79
fixed,NA,X_i,58.5335993255855,24.55302299131744,2.383967112574465,50.59845283541198,0.02091710406231342
ran_pars,subj_id,sd__(Intercept),104.80475595035972,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.2543114411197349,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.85278256686902,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.19400105578804,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.43886989548741,NA,NA,NA,NA
fixed,NA,(Intercept),829.0727295949703,13.52613045981582,61.29415445592704,126.6722899785954,5.057985772714967e-96
fixed,NA,X_i,17.849236101409268,18.977617895290162,0.9405414420236096,53.043281592581195,0.3512036038072519
ran_pars,subj_id,sd__(Intercept),98.88509015258228,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.0826376248270696,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.10850518352068,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),62.107231729705504,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.34258170136528,NA,NA,NA,NA
fixed,NA,(Intercept),827.0437331958186,14.590740287456152,56.68278078438822,109.50644309427977,5.5349475208999316e-83
fixed,NA,X_i,37.013336042882734,22.543430416508357,1.6418679570513897,50.44522729253887,0.10683790539608816
ran_pars,subj_id,sd__(Intercept),94.44745675868214,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.3885680434829625,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.688322293735695,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.10277281393289,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.16458632659663,NA,NA,NA,NA
fixed,NA,(Intercept),790.4413303495741,14.12506432074449,55.960193341470905,132.83912978582003,3.116017665512553e-94
fixed,NA,X_i,22.0616612723695,18.16969896025937,1.2142007041846208,48.449598141366124,0.23055641542179575
ran_pars,subj_id,sd__(Intercept),108.44308724746914,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.31119114410105975,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,15.698149305711679,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),60.71169904907761,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.4870652539608,NA,NA,NA,NA
fixed,NA,(Intercept),810.8070303744512,14.204889358326852,57.07943299812886,107.68041245831388,2.5333404522837582e-82
fixed,NA,X_i,37.23543717643011,22.31380164719984,1.6687177633445887,52.28782089216378,0.1011512858323585
ran_pars,subj_id,sd__(Intercept),91.04962264722731,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.22868221359557428,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.31973012340628,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.4180227254619,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.46589925990537,NA,NA,NA,NA
fixed,NA,(Intercept),811.0936865196069,14.34904723967014,56.52596112982429,115.66820780314933,4.2515777209100984e-86
fixed,NA,X_i,40.58015092298741,21.56967596151667,1.8813519032640127,51.38207420518663,0.06559534550285151
ran_pars,subj_id,sd__(Intercept),96.85348404726543,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.2891906523129566,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.10254155582162,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.13828668101523,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.13164242442417,NA,NA,NA,NA
fixed,NA,(Intercept),782.1182105262754,14.590870735478116,53.6032581403475,106.82923712535407,4.7979085360074764e-79
fixed,NA,X_i,35.85748278879448,22.81861761729665,1.5714134567737483,50.412289162560825,0.12234257626803197
ran_pars,subj_id,sd__(Intercept),92.80377424935652,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.19526393504119297,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.90107760427053,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.06772691537932,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.74249713225254,NA,NA,NA,NA
fixed,NA,(Intercept),794.5563555265428,15.77908396637214,50.35503690961243,106.39264925213095,4.8531671804392315e-76
fixed,NA,X_i,50.376171994445286,24.795684134836552,2.0316508195742653,50.52448898449464,0.04746452550505557
ran_pars,subj_id,sd__(Intercept),99.70526787735716,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.11502176690414903,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.68612311734973,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.13251118493136,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.03121790350698,NA,NA,NA,NA
fixed,NA,(Intercept),815.944082155457,14.893551832376119,54.785056737220295,123.95137037333814,9.88547012958138e-89
fixed,NA,X_i,90.62506271589588,21.428767413395065,4.229130913952914,52.116426566584025,9.500734597585263e-5
ran_pars,subj_id,sd__(Intercept),105.8441144136654,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.15127805650420004,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.765601038360664,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.29552799323992,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.58217166725242,NA,NA,NA,NA
fixed,NA,(Intercept),795.9447520115044,13.594921782598071,58.547210843856334,113.81328602785871,8.278335257039062e-87
fixed,NA,X_i,62.43835109982318,20.246697204016638,3.0838783467081416,48.221322438599664,0.003376720174282932
ran_pars,subj_id,sd__(Intercept),90.96418239443773,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.21739281643246505,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,12.72970431248436,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.614112754923,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.98673454716854,NA,NA,NA,NA
fixed,NA,(Intercept),832.7621822051667,15.762515972296383,52.831805764308115,122.5955032901899,3.320803289193588e-86
fixed,NA,X_i,39.67187157050449,23.028142602866694,1.7227560318115225,52.51451905404235,0.09081744063491419
ran_pars,subj_id,sd__(Intercept),110.4972946377271,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.14334783093565864,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.85358314155563,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.93914224449598,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.59654766531153,NA,NA,NA,NA
fixed,NA,(Intercept),807.6473407497293,13.585683524976373,59.44841415339343,102.49477551964924,2.9405630993437265e-81
fixed,NA,X_i,61.67612030695443,21.570522313429322,2.8592780188987943,49.90519005486655,0.006181929265261463
ran_pars,subj_id,sd__(Intercept),84.09285884010306,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.12281531824410222,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.414330848981454,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.81117143664177,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.80513191363812,NA,NA,NA,NA
